,RNAME
40778,NIHP01000002.1
40779,NIHP01000002.1
40780,NIHP01000005.1
40781,NIHP01000030.1
40782,NIHP01000006.1
40783,NIHP01000015.1
40784,NIHP01000012.1
40785,NIHP01000008.1
40786,NIHP01000005.1
40787,NIHP01000002.1
40788,NIHP01000035.1
40789,NIHP01000004.1
40790,NIHP01000005.1
40791,NIHP01000035.1
40792,NIHP01000002.1
40793,NIHP01000010.1
40794,NIHP01000009.1
40795,NIHP01000020.1
40796,NIHP01000014.1
40797,NIHP01000001.1
40798,NIHP01000036.1
40799,NIHP01000022.1
40800,NIHP01000017.1
40801,NIHP01000002.1
40802,NIHP01000088.1
40803,NIHP01000023.1
40805,NIHP01000001.1
40806,NIHP01000012.1
40807,NIHP01000048.1
40808,NIHP01000001.1
40809,NIHP01000031.1
40810,NIHP01000022.1
40811,NIHP01000013.1
40812,NIHP01000007.1
40813,NIHP01000027.1
40814,NIHP01000012.1
40815,NIHP01000001.1
40816,NIHP01000031.1
40817,NIHP01000005.1
40818,NIHP01000005.1
40819,NIHP01000008.1
40820,NIHP01000037.1
40821,NIHP01000003.1
40822,NIHP01000023.1
40823,NIHP01000001.1
40824,NIHP01000010.1
40825,NIHP01000002.1
40826,NIHP01000005.1
40827,NIHP01000043.1
40828,NIHP01000023.1
40829,NIHP01000007.1
40830,NIHP01000038.1
40831,NIHP01000009.1
40832,NIHP01000003.1
40833,NIHP01000008.1
40834,NIHP01000055.1
40836,NIHP01000021.1
40837,NIHP01000024.1
40838,NIHP01000001.1
40839,NIHP01000003.1
40840,NIHP01000006.1
40841,NIHP01000001.1
40842,NIHP01000004.1
40843,NIHP01000001.1
40844,NIHP01000019.1
40845,NIHP01000010.1
40846,NIHP01000017.1
40847,NIHP01000007.1
40848,NIHP01000029.1
40849,NIHP01000016.1
40850,NIHP01000025.1
40851,NIHP01000009.1
40852,NIHP01000100.1
40853,NIHP01000008.1
40854,NIHP01000071.1
40855,NIHP01000029.1
40856,NIHP01000001.1
40857,NIHP01000003.1
40858,NIHP01000043.1
40859,NIHP01000008.1
40860,NIHP01000034.1
40861,NIHP01000010.1
40862,NIHP01000002.1
40863,NIHP01000009.1
40864,NIHP01000008.1
40865,NIHP01000014.1
40866,NIHP01000037.1
40867,NIHP01000012.1
40868,NIHP01000004.1
40869,NIHP01000008.1
40870,NIHP01000010.1
40871,NIHP01000004.1
40872,NIHP01000017.1
40873,NIHP01000035.1
40874,NIHP01000027.1
40875,NIHP01000005.1
40876,NIHP01000001.1
40877,NIHP01000010.1
40878,NIHP01000034.1
40879,NIHP01000035.1
40880,NIHP01000080.1
40881,NIHP01000014.1
40882,NIHP01000006.1
40883,NIHP01000005.1
40884,NIHP01000014.1
40885,NIHP01000010.1
40886,NIHP01000028.1
40887,NIHP01000038.1
40888,NIHP01000049.1
40889,NIHP01000002.1
40890,NIHP01000023.1
40891,NIHP01000009.1
40892,NIHP01000003.1
40893,NIHP01000008.1
40894,NIHP01000003.1
40895,NIHP01000016.1
40896,NIHP01000009.1
40897,NIHP01000003.1
40898,NIHP01000002.1
40899,NIHP01000005.1
40900,NIHP01000002.1
40901,NIHP01000036.1
40902,NIHP01000014.1
40903,NIHP01000003.1
40904,NIHP01000015.1
40905,NIHP01000004.1
40906,NIHP01000034.1
40907,NIHP01000045.1
40908,NIHP01000004.1
40909,NIHP01000014.1
40910,NIHP01000016.1
40911,NIHP01000064.1
40912,NIHP01000015.1
40913,NIHP01000088.1
40915,NIHP01000007.1
40916,NIHP01000004.1
40918,NIHP01000006.1
40919,NIHP01000038.1
40920,NIHP01000007.1
40921,NIHP01000006.1
40922,NIHP01000015.1
40923,NIHP01000005.1
40924,NIHP01000003.1
40925,NIHP01000023.1
40926,NIHP01000001.1
40927,NIHP01000016.1
40929,NIHP01000038.1
40930,NIHP01000012.1
40931,NIHP01000021.1
40932,NIHP01000034.1
40933,NIHP01000037.1
40934,NIHP01000067.1
40935,NIHP01000002.1
40936,NIHP01000009.1
40937,NIHP01000001.1
40938,NIHP01000001.1
40940,NIHP01000029.1
40941,NIHP01000003.1
40942,NIHP01000007.1
40943,NIHP01000007.1
40944,NIHP01000042.1
40945,NIHP01000026.1
40946,NIHP01000088.1
40947,NIHP01000033.1
40948,NIHP01000012.1
40949,NIHP01000002.1
40950,NIHP01000008.1
40951,NIHP01000032.1
40952,NIHP01000005.1
40953,NIHP01000038.1
40954,NIHP01000033.1
40955,NIHP01000007.1
40956,NIHP01000003.1
40957,NIHP01000022.1
40959,NIHP01000053.1
40960,NIHP01000006.1
40961,NIHP01000030.1
40963,NIHP01000001.1
40965,NIHP01000009.1
40966,NIHP01000032.1
40967,NIHP01000009.1
40968,NIHP01000015.1
40969,NIHP01000006.1
40970,NIHP01000006.1
40971,NIHP01000001.1
40972,NIHP01000044.1
40973,NIHP01000015.1
40974,NIHP01000013.1
40975,NIHP01000013.1
40976,NIHP01000009.1
40977,NIHP01000009.1
40978,NIHP01000025.1
40979,NIHP01000007.1
40980,NIHP01000031.1
40981,NIHP01000035.1
40982,NIHP01000008.1
40983,NIHP01000004.1
40984,NIHP01000006.1
40985,NIHP01000020.1
40986,NIHP01000019.1
40987,NIHP01000044.1
40988,NIHP01000031.1
40989,NIHP01000044.1
40990,NIHP01000001.1
40991,NIHP01000012.1
40992,NIHP01000007.1
40993,NIHP01000005.1
40994,NIHP01000017.1
40995,NIHP01000003.1
40997,NIHP01000006.1
40998,NIHP01000001.1
40999,NIHP01000006.1
41000,NIHP01000016.1
41001,NIHP01000005.1
41002,NIHP01000013.1
41003,NIHP01000015.1
41004,NIHP01000027.1
41005,NIHP01000003.1
41006,NIHP01000013.1
41007,NIHP01000002.1
41008,NIHP01000017.1
41009,NIHP01000051.1
41010,NIHP01000042.1
41011,NIHP01000021.1
41012,NIHP01000025.1
41013,NIHP01000017.1
41014,NIHP01000008.1
41015,NIHP01000004.1
41016,NIHP01000012.1
41017,NIHP01000004.1
41018,NIHP01000002.1
41019,NIHP01000014.1
41020,NIHP01000003.1
41021,NIHP01000004.1
41024,NIHP01000015.1
41025,NIHP01000027.1
41026,NIHP01000016.1
41027,NIHP01000004.1
41028,NIHP01000017.1
41030,NIHP01000006.1
41031,NIHP01000035.1
41033,NIHP01000002.1
41035,NIHP01000035.1
41036,NIHP01000017.1
41038,NIHP01000023.1
41040,NIHP01000023.1
41041,NIHP01000024.1
41042,NIHP01000009.1
41043,NIHP01000006.1
41044,NIHP01000008.1
41045,NIHP01000021.1
41046,NIHP01000001.1
41047,NIHP01000095.1
41048,NIHP01000008.1
41049,NIHP01000014.1
41050,NIHP01000002.1
41051,NIHP01000004.1
41052,NIHP01000008.1
41053,NIHP01000013.1
41054,NIHP01000009.1
41055,NIHP01000009.1
41056,NIHP01000019.1
41057,NIHP01000020.1
41058,NIHP01000001.1
41060,NIHP01000004.1
41062,NIHP01000035.1
41063,NIHP01000001.1
41064,NIHP01000038.1
41065,NIHP01000002.1
41066,NIHP01000001.1
41067,NIHP01000031.1
41068,NIHP01000002.1
41069,NIHP01000030.1
41070,NIHP01000043.1
41071,NIHP01000028.1
41072,NIHP01000013.1
41073,NIHP01000032.1
41074,NIHP01000002.1
41075,NIHP01000001.1
41076,NIHP01000013.1
41077,NIHP01000004.1
41078,NIHP01000001.1
41079,NIHP01000003.1
41080,NIHP01000028.1
41081,NIHP01000007.1
41082,NIHP01000008.1
41083,NIHP01000032.1
41084,NIHP01000024.1
41085,NIHP01000003.1
41086,NIHP01000007.1
41087,NIHP01000023.1
41088,NIHP01000007.1
41089,NIHP01000035.1
41090,NIHP01000022.1
41091,NIHP01000024.1
41092,NIHP01000033.1
41093,NIHP01000034.1
41095,NIHP01000054.1
41096,NIHP01000019.1
41097,NIHP01000020.1
41098,NIHP01000004.1
41099,NIHP01000022.1
41100,NIHP01000007.1
41101,NIHP01000025.1
41102,NIHP01000004.1
41103,NIHP01000037.1
41104,NIHP01000012.1
41105,NIHP01000004.1
41106,NIHP01000010.1
41107,NIHP01000002.1
41108,NIHP01000034.1
41110,NIHP01000023.1
41111,NIHP01000002.1
41112,NIHP01000031.1
41113,NIHP01000013.1
41114,NIHP01000002.1
41116,NIHP01000014.1
41118,NIHP01000001.1
41119,NIHP01000010.1
41120,NIHP01000002.1
41121,NIHP01000031.1
41122,NIHP01000017.1
41123,NIHP01000012.1
41124,NIHP01000031.1
41125,NIHP01000003.1
41126,NIHP01000006.1
41128,NIHP01000028.1
41129,NIHP01000042.1
41130,NIHP01000017.1
41131,NIHP01000005.1
41132,NIHP01000004.1
41133,NIHP01000045.1
41134,NIHP01000023.1
41137,NIHP01000033.1
41138,NIHP01000006.1
41139,NIHP01000007.1
41140,NIHP01000005.1
41141,NIHP01000030.1
41142,NIHP01000003.1
41143,NIHP01000035.1
41144,NIHP01000007.1
41145,NIHP01000025.1
41146,NIHP01000052.1
41147,NIHP01000020.1
41149,NIHP01000012.1
41150,NIHP01000002.1
41151,NIHP01000006.1
41152,NIHP01000020.1
41153,NIHP01000019.1
41154,NIHP01000008.1
41155,NIHP01000009.1
41156,NIHP01000006.1
41157,NIHP01000054.1
41158,NIHP01000013.1
41159,NIHP01000006.1
41160,NIHP01000005.1
41161,NIHP01000003.1
41162,NIHP01000021.1
41163,NIHP01000007.1
41164,NIHP01000037.1
41165,NIHP01000015.1
41166,NIHP01000005.1
41167,NIHP01000012.1
41168,NIHP01000002.1
41169,NIHP01000004.1
41170,NIHP01000027.1
41171,NIHP01000012.1
41172,NIHP01000005.1
41173,NIHP01000029.1
41174,NIHP01000006.1
41177,NIHP01000002.1
41178,NIHP01000003.1
41179,NIHP01000008.1
41180,NIHP01000003.1
41181,NIHP01000014.1
41182,NIHP01000014.1
41184,NIHP01000024.1
41185,NIHP01000003.1
41186,NIHP01000002.1
41187,NIHP01000033.1
41188,NIHP01000014.1
41189,NIHP01000017.1
41190,NIHP01000014.1
41191,NIHP01000006.1
41192,NIHP01000031.1
41193,NIHP01000003.1
41194,NIHP01000012.1
41195,NIHP01000031.1
41196,NIHP01000032.1
41197,NIHP01000007.1
41198,NIHP01000034.1
41199,NIHP01000009.1
41200,NIHP01000022.1
41201,NIHP01000019.1
41202,NIHP01000009.1
41204,NIHP01000001.1
41205,NIHP01000008.1
41206,NIHP01000006.1
41207,NIHP01000036.1
41208,NIHP01000016.1
41209,NIHP01000026.1
41210,NIHP01000002.1
41211,NIHP01000006.1
41212,NIHP01000015.1
41213,NIHP01000003.1
41214,NIHP01000032.1
41215,NIHP01000008.1
41216,NIHP01000014.1
41217,NIHP01000010.1
41218,NIHP01000032.1
41219,NIHP01000021.1
41220,NIHP01000017.1
41221,NIHP01000006.1
41222,NIHP01000009.1
41223,NIHP01000061.1
41224,NIHP01000007.1
41225,NIHP01000017.1
41226,NIHP01000030.1
41227,NIHP01000003.1
41228,NIHP01000009.1
41229,NIHP01000003.1
41230,NIHP01000029.1
41231,NIHP01000004.1
41232,NIHP01000001.1
41233,NIHP01000006.1
41234,NIHP01000004.1
41235,NIHP01000004.1
41236,NIHP01000002.1
41237,NIHP01000038.1
41238,NIHP01000016.1
41239,NIHP01000035.1
41240,NIHP01000008.1
41241,NIHP01000027.1
41242,NIHP01000003.1
41243,NIHP01000001.1
41244,NIHP01000052.1
41245,NIHP01000020.1
41246,NIHP01000033.1
41247,NIHP01000001.1
41248,NIHP01000012.1
41249,NIHP01000007.1
41250,NIHP01000029.1
41251,NIHP01000038.1
41252,NIHP01000001.1
41253,NIHP01000001.1
41254,NIHP01000002.1
41255,NIHP01000007.1
41256,NIHP01000013.1
41257,NIHP01000009.1
41258,NIHP01000002.1
41259,NIHP01000001.1
41260,NIHP01000003.1
41261,NIHP01000002.1
41262,NIHP01000022.1
41263,NIHP01000033.1
41264,NIHP01000044.1
41265,NIHP01000002.1
41266,NIHP01000037.1
41267,NIHP01000036.1
41268,NIHP01000002.1
41269,NIHP01000009.1
41270,NIHP01000001.1
41271,NIHP01000006.1
41272,NIHP01000003.1
41273,NIHP01000015.1
41274,NIHP01000002.1
41275,NIHP01000017.1
41276,NIHP01000036.1
41277,NIHP01000047.1
41278,NIHP01000031.1
41279,NIHP01000004.1
41280,NIHP01000066.1
41281,NIHP01000006.1
41282,NIHP01000001.1
41283,NIHP01000009.1
41284,NIHP01000030.1
41285,NIHP01000034.1
41286,NIHP01000024.1
41287,NIHP01000007.1
41288,NIHP01000013.1
41289,NIHP01000015.1
41290,NIHP01000015.1
41291,NIHP01000001.1
41292,NIHP01000001.1
41293,NIHP01000001.1
41294,NIHP01000017.1
41295,NIHP01000001.1
41296,NIHP01000021.1
41298,NIHP01000001.1
41299,NIHP01000001.1
41300,NIHP01000023.1
41301,NIHP01000001.1
41302,NIHP01000007.1
41304,NIHP01000015.1
41305,NIHP01000020.1
41307,NIHP01000002.1
41308,NIHP01000003.1
41309,NIHP01000036.1
41310,NIHP01000014.1
41311,NIHP01000061.1
41312,NIHP01000010.1
41313,NIHP01000008.1
41314,NIHP01000005.1
41315,NIHP01000024.1
41316,NIHP01000001.1
41317,NIHP01000004.1
41318,NIHP01000005.1
41319,NIHP01000014.1
41320,NIHP01000013.1
41321,NIHP01000009.1
41322,NIHP01000003.1
41323,NIHP01000022.1
41324,NIHP01000001.1
41325,NIHP01000008.1
41326,NIHP01000029.1
41327,NIHP01000016.1
41328,NIHP01000075.1
41329,NIHP01000017.1
41330,NIHP01000022.1
41331,NIHP01000024.1
41332,NIHP01000014.1
41333,NIHP01000037.1
41334,NIHP01000023.1
41335,NIHP01000009.1
41336,NIHP01000032.1
41337,NIHP01000001.1
41338,NIHP01000070.1
41339,NIHP01000027.1
41340,NIHP01000007.1
41341,NIHP01000010.1
41342,NIHP01000005.1
41343,NIHP01000003.1
41344,NIHP01000019.1
41346,NIHP01000001.1
41347,NIHP01000090.1
41348,NIHP01000019.1
41349,NIHP01000020.1
41350,NIHP01000003.1
41351,NIHP01000022.1
41352,NIHP01000009.1
41354,NIHP01000015.1
41355,NIHP01000002.1
41356,NIHP01000025.1
41357,NIHP01000031.1
41358,NIHP01000004.1
41359,NIHP01000005.1
41360,NIHP01000006.1
41361,NIHP01000033.1
41362,NIHP01000045.1
41363,NIHP01000025.1
41364,NIHP01000036.1
41365,NIHP01000034.1
41366,NIHP01000057.1
41367,NIHP01000038.1
41368,NIHP01000022.1
41369,NIHP01000020.1
41370,NIHP01000052.1
41371,NIHP01000036.1
41372,NIHP01000001.1
41373,NIHP01000003.1
41374,NIHP01000001.1
41375,NIHP01000002.1
41376,NIHP01000002.1
41377,NIHP01000027.1
41378,NIHP01000009.1
41379,NIHP01000008.1
41381,NIHP01000003.1
41382,NIHP01000001.1
41383,NIHP01000038.1
41384,NIHP01000003.1
41386,NIHP01000003.1
41387,NIHP01000009.1
41388,NIHP01000002.1
41389,NIHP01000005.1
41390,NIHP01000037.1
41391,NIHP01000006.1
41392,NIHP01000037.1
41393,NIHP01000006.1
41394,NIHP01000019.1
41395,NIHP01000008.1
41397,NIHP01000001.1
41398,NIHP01000002.1
41399,NIHP01000014.1
41400,NIHP01000002.1
41401,NIHP01000003.1
41402,NIHP01000003.1
41404,NIHP01000037.1
41405,NIHP01000021.1
41406,NIHP01000012.1
41407,NIHP01000022.1
41408,NIHP01000082.1
41409,NIHP01000005.1
41410,NIHP01000032.1
41411,NIHP01000003.1
41412,NIHP01000016.1
41413,NIHP01000001.1
41414,NIHP01000008.1
41415,NIHP01000001.1
41416,NIHP01000030.1
41417,NIHP01000009.1
41418,NIHP01000003.1
41419,NIHP01000001.1
41420,NIHP01000002.1
41421,NIHP01000012.1
41422,NIHP01000002.1
41423,NIHP01000008.1
41424,NIHP01000001.1
41425,NIHP01000002.1
41426,NIHP01000037.1
41427,NIHP01000004.1
41428,NIHP01000001.1
41429,NIHP01000017.1
41430,NIHP01000001.1
41431,NIHP01000008.1
41432,NIHP01000004.1
41433,NIHP01000015.1
41434,NIHP01000005.1
41435,NIHP01000003.1
41436,NIHP01000036.1
41437,NIHP01000001.1
41438,NIHP01000003.1
41439,NIHP01000004.1
41440,NIHP01000008.1
41441,NIHP01000019.1
41442,NIHP01000005.1
41443,NIHP01000031.1
41444,NIHP01000002.1
41445,NIHP01000023.1
41446,NIHP01000010.1
41447,NIHP01000002.1
41448,NIHP01000006.1
41450,NIHP01000006.1
41451,NIHP01000010.1
41452,NIHP01000006.1
41453,NIHP01000054.1
41454,NIHP01000079.1
41455,NIHP01000022.1
41456,NIHP01000009.1
41457,NIHP01000013.1
41459,NIHP01000031.1
41460,NIHP01000024.1
41461,NIHP01000065.1
41462,NIHP01000016.1
41463,NIHP01000001.1
41464,NIHP01000006.1
41465,NIHP01000049.1
41466,NIHP01000040.1
41467,NIHP01000008.1
41468,NIHP01000014.1
41470,NIHP01000037.1
41471,NIHP01000035.1
41472,NIHP01000001.1
41473,NIHP01000007.1
41474,NIHP01000015.1
41475,NIHP01000004.1
41476,NIHP01000004.1
41477,NIHP01000005.1
41479,NIHP01000071.1
41480,NIHP01000029.1
41481,NIHP01000019.1
41482,NIHP01000032.1
41483,NIHP01000002.1
41484,NIHP01000013.1
41485,NIHP01000001.1
41486,NIHP01000012.1
41487,NIHP01000027.1
41488,NIHP01000002.1
41489,NIHP01000024.1
41490,NIHP01000030.1
41491,NIHP01000002.1
41492,NIHP01000033.1
41493,NIHP01000024.1
41494,NIHP01000017.1
41495,NIHP01000001.1
41496,NIHP01000009.1
41497,NIHP01000032.1
41498,NIHP01000004.1
41499,NIHP01000002.1
41500,NIHP01000001.1
41501,NIHP01000008.1
41502,NIHP01000023.1
41503,NIHP01000010.1
41504,NIHP01000003.1
41505,NIHP01000006.1
41506,NIHP01000006.1
41507,NIHP01000014.1
41508,NIHP01000002.1
41509,NIHP01000004.1
41510,NIHP01000007.1
41511,NIHP01000001.1
41512,NIHP01000033.1
41513,NIHP01000004.1
41514,NIHP01000028.1
41515,NIHP01000019.1
41516,NIHP01000009.1
41518,NIHP01000001.1
41519,NIHP01000001.1
41520,NIHP01000002.1
41522,NIHP01000002.1
41523,NIHP01000005.1
41524,NIHP01000001.1
41525,NIHP01000004.1
41526,NIHP01000001.1
41527,NIHP01000001.1
41528,NIHP01000030.1
41529,NIHP01000020.1
41530,NIHP01000001.1
41531,NIHP01000005.1
41532,NIHP01000027.1
41533,NIHP01000001.1
41534,NIHP01000037.1
41535,NIHP01000025.1
41536,NIHP01000003.1
41537,NIHP01000017.1
41538,NIHP01000022.1
41539,NIHP01000007.1
41541,NIHP01000002.1
41542,NIHP01000015.1
41543,NIHP01000006.1
41544,NIHP01000029.1
41546,NIHP01000015.1
41547,NIHP01000036.1
41548,NIHP01000006.1
41549,NIHP01000005.1
41550,NIHP01000097.1
41551,NIHP01000005.1
41552,NIHP01000002.1
41553,NIHP01000001.1
41554,NIHP01000001.1
41555,NIHP01000016.1
41556,NIHP01000019.1
41557,NIHP01000017.1
41559,NIHP01000013.1
41560,NIHP01000003.1
41561,NIHP01000030.1
41563,NIHP01000040.1
41564,NIHP01000013.1
41565,NIHP01000003.1
41566,NIHP01000001.1
41567,NIHP01000001.1
41568,NIHP01000008.1
41569,NIHP01000013.1
41570,NIHP01000027.1
41571,NIHP01000037.1
41572,NIHP01000001.1
41573,NIHP01000006.1
41574,NIHP01000002.1
41575,NIHP01000014.1
41576,NIHP01000014.1
41577,NIHP01000008.1
41578,NIHP01000022.1
41579,NIHP01000025.1
41580,NIHP01000051.1
41581,NIHP01000019.1
41582,NIHP01000009.1
41583,NIHP01000002.1
41584,NIHP01000019.1
41585,NIHP01000008.1
41586,NIHP01000049.1
41587,NIHP01000035.1
41588,NIHP01000003.1
41589,NIHP01000004.1
41590,NIHP01000008.1
41591,NIHP01000006.1
41593,NIHP01000006.1
41594,NIHP01000001.1
41595,NIHP01000032.1
41596,NIHP01000043.1
41597,NIHP01000015.1
41599,NIHP01000004.1
41600,NIHP01000012.1
41601,NIHP01000001.1
41602,NIHP01000008.1
41603,NIHP01000040.1
41604,NIHP01000001.1
41605,NIHP01000020.1
41606,NIHP01000013.1
41607,NIHP01000022.1
41608,NIHP01000002.1
41609,NIHP01000002.1
41610,NIHP01000043.1
41611,NIHP01000001.1
41612,NIHP01000053.1
41613,NIHP01000004.1
41614,NIHP01000004.1
41615,NIHP01000017.1
41616,NIHP01000003.1
41617,NIHP01000032.1
41618,NIHP01000001.1
41619,NIHP01000014.1
41620,NIHP01000009.1
41621,NIHP01000016.1
41622,NIHP01000003.1
41623,NIHP01000009.1
41624,NIHP01000020.1
41625,NIHP01000008.1
41626,NIHP01000006.1
41627,NIHP01000004.1
41628,NIHP01000004.1
41629,NIHP01000017.1
41630,NIHP01000006.1
41631,NIHP01000017.1
41632,NIHP01000002.1
41633,NIHP01000008.1
41634,NIHP01000046.1
41635,NIHP01000051.1
41636,NIHP01000015.1
41637,NIHP01000023.1
41638,NIHP01000001.1
41639,NIHP01000057.1
41640,NIHP01000003.1
41641,NIHP01000022.1
41642,NIHP01000072.1
41643,NIHP01000019.1
41644,NIHP01000005.1
41646,NIHP01000003.1
41647,NIHP01000022.1
41648,NIHP01000002.1
41649,NIHP01000021.1
41650,NIHP01000015.1
41651,NIHP01000004.1
41652,NIHP01000008.1
41654,NIHP01000038.1
41655,NIHP01000024.1
41656,NIHP01000021.1
41657,NIHP01000029.1
41658,NIHP01000001.1
41659,NIHP01000006.1
41660,NIHP01000022.1
41661,NIHP01000001.1
41662,NIHP01000027.1
41663,NIHP01000009.1
41664,NIHP01000001.1
41665,NIHP01000025.1
41666,NIHP01000051.1
41667,NIHP01000003.1
41668,NIHP01000001.1
41669,NIHP01000001.1
41670,NIHP01000008.1
41672,NIHP01000001.1
41673,NIHP01000060.1
41674,NIHP01000001.1
41675,NIHP01000009.1
41676,NIHP01000003.1
41677,NIHP01000015.1
41678,NIHP01000096.1
41679,NIHP01000003.1
41680,NIHP01000013.1
41681,NIHP01000038.1
41682,NIHP01000021.1
41683,NIHP01000008.1
41685,NIHP01000015.1
41686,NIHP01000031.1
41687,NIHP01000008.1
41688,NIHP01000015.1
41689,NIHP01000010.1
41690,NIHP01000003.1
41691,NIHP01000019.1
41692,NIHP01000022.1
41693,NIHP01000001.1
41694,NIHP01000021.1
41696,NIHP01000007.1
41697,NIHP01000016.1
41698,NIHP01000001.1
41699,NIHP01000004.1
41700,NIHP01000004.1
41701,NIHP01000009.1
41702,NIHP01000024.1
41703,NIHP01000034.1
41704,NIHP01000015.1
41705,NIHP01000021.1
41706,NIHP01000025.1
41708,NIHP01000006.1
41709,NIHP01000002.1
41710,NIHP01000006.1
41711,NIHP01000007.1
41712,NIHP01000003.1
41713,NIHP01000001.1
41716,NIHP01000024.1
41717,NIHP01000016.1
41718,NIHP01000009.1
41719,NIHP01000009.1
41720,NIHP01000034.1
41721,NIHP01000012.1
41722,NIHP01000021.1
41723,NIHP01000021.1
41724,NIHP01000049.1
41725,NIHP01000032.1
41726,NIHP01000004.1
41727,NIHP01000047.1
41728,NIHP01000004.1
41729,NIHP01000002.1
41730,NIHP01000047.1
41731,NIHP01000001.1
41732,NIHP01000009.1
41733,NIHP01000020.1
41734,NIHP01000036.1
41735,NIHP01000005.1
41737,NIHP01000017.1
41738,NIHP01000023.1
41739,NIHP01000003.1
41740,NIHP01000046.1
41741,NIHP01000016.1
41742,NIHP01000069.1
41743,NIHP01000033.1
41744,NIHP01000027.1
41745,NIHP01000008.1
41746,NIHP01000032.1
41747,NIHP01000006.1
41748,NIHP01000038.1
41749,NIHP01000044.1
41750,NIHP01000026.1
41751,NIHP01000004.1
41752,NIHP01000002.1
41753,NIHP01000004.1
41754,NIHP01000020.1
41755,NIHP01000009.1
41756,NIHP01000037.1
41757,NIHP01000029.1
41758,NIHP01000039.1
41759,NIHP01000007.1
41760,NIHP01000064.1
41761,NIHP01000020.1
41762,NIHP01000017.1
41763,NIHP01000001.1
41764,NIHP01000008.1
41765,NIHP01000039.1
41766,NIHP01000009.1
41767,NIHP01000003.1
41768,NIHP01000076.1
41769,NIHP01000009.1
41770,NIHP01000009.1
41771,NIHP01000003.1
41773,NIHP01000037.1
41774,NIHP01000025.1
41775,NIHP01000003.1
41776,NIHP01000067.1
41777,NIHP01000015.1
41778,NIHP01000004.1
41779,NIHP01000012.1
41780,NIHP01000002.1
41781,NIHP01000103.1
41782,NIHP01000012.1
41783,NIHP01000039.1
41784,NIHP01000035.1
41785,NIHP01000008.1
41786,NIHP01000032.1
41787,NIHP01000007.1
41788,NIHP01000028.1
41790,NIHP01000004.1
41791,NIHP01000006.1
41792,NIHP01000001.1
41793,NIHP01000006.1
41794,NIHP01000001.1
41795,NIHP01000008.1
41796,NIHP01000006.1
41797,NIHP01000040.1
41798,NIHP01000026.1
41799,NIHP01000002.1
41800,NIHP01000012.1
41801,NIHP01000010.1
41802,NIHP01000003.1
41803,NIHP01000030.1
41804,NIHP01000016.1
41805,NIHP01000006.1
41806,NIHP01000012.1
41807,NIHP01000035.1
41808,NIHP01000006.1
41809,NIHP01000001.1
41810,NIHP01000023.1
41811,NIHP01000001.1
41812,NIHP01000001.1
41813,NIHP01000002.1
41815,NIHP01000004.1
41816,NIHP01000035.1
41817,NIHP01000010.1
41818,NIHP01000007.1
41819,NIHP01000024.1
41820,NIHP01000036.1
41821,NIHP01000001.1
41822,NIHP01000003.1
41823,NIHP01000039.1
41824,NIHP01000001.1
41825,NIHP01000029.1
41826,NIHP01000005.1
41827,NIHP01000043.1
41829,NIHP01000010.1
41830,NIHP01000048.1
41831,NIHP01000007.1
41832,NIHP01000024.1
41833,NIHP01000020.1
41834,NIHP01000020.1
41835,NIHP01000015.1
41837,NIHP01000002.1
41838,NIHP01000010.1
41839,NIHP01000003.1
41840,NIHP01000008.1
41841,NIHP01000003.1
41842,NIHP01000014.1
41843,NIHP01000032.1
41844,NIHP01000013.1
41845,NIHP01000021.1
41846,NIHP01000004.1
41847,NIHP01000004.1
41848,NIHP01000003.1
41849,NIHP01000002.1
41850,NIHP01000016.1
41851,NIHP01000029.1
41852,NIHP01000008.1
41853,NIHP01000007.1
41854,NIHP01000021.1
41855,NIHP01000003.1
41856,NIHP01000024.1
41857,NIHP01000033.1
41858,NIHP01000001.1
41859,NIHP01000043.1
41860,NIHP01000009.1
41861,NIHP01000016.1
41862,NIHP01000012.1
41863,NIHP01000010.1
41864,NIHP01000027.1
41865,NIHP01000015.1
41866,NIHP01000009.1
41867,NIHP01000001.1
41868,NIHP01000026.1
41869,NIHP01000020.1
41870,NIHP01000013.1
41871,NIHP01000015.1
41872,NIHP01000001.1
41873,NIHP01000002.1
41874,NIHP01000009.1
41876,NIHP01000009.1
41877,NIHP01000036.1
41878,NIHP01000029.1
41879,NIHP01000035.1
41880,NIHP01000001.1
41881,NIHP01000045.1
41882,NIHP01000037.1
41883,NIHP01000003.1
41884,NIHP01000004.1
41885,NIHP01000035.1
41886,NIHP01000007.1
41887,NIHP01000002.1
41888,NIHP01000028.1
41889,NIHP01000020.1
41890,NIHP01000001.1
41891,NIHP01000029.1
41892,NIHP01000015.1
41893,NIHP01000001.1
41894,NIHP01000003.1
41895,NIHP01000002.1
41896,NIHP01000016.1
41897,NIHP01000001.1
41898,NIHP01000008.1
41899,NIHP01000003.1
41900,NIHP01000010.1
41901,NIHP01000002.1
41902,NIHP01000004.1
41903,NIHP01000012.1
41904,NIHP01000010.1
41905,NIHP01000042.1
41906,NIHP01000043.1
41908,NIHP01000030.1
41909,NIHP01000034.1
41911,NIHP01000065.1
41912,NIHP01000001.1
41913,NIHP01000007.1
